latitude,longitude,geometry,date,time,address_full,water depth,water depth units,water depth photo,salinity,salinity units,salinity photo,bottle number,bottle photo,Description,closeup photo,context photo,video,bacterial source photo,Field Notes,gps_altitude,gps_horizontal_accuracy,gps_vertical_accuracy
25.7393808,-80.22060722,POINT (-80.2206072177243 25.7393807954339),11/4/17,10:33,3540 W Fairview St Miami Miami-Dade FL 33133 US,4.5,Inches,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=54a2e37b-3508-4eb1-b537-cdfb422ef824,18,Parts Per Thousand (ppt),https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=02ad0a84-449e-4cd7-8e6c-901c880757c6%2C9ac0e014-b8c5-487f-8711-aedf014f1b20,3,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=95b7eabe-6930-4693-a686-626b21cac854%2C3defa77c-2371-4377-a065-658c4b649681%2C61b63407-1f55-48ad-a1c8-6174e7d04ab1,,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=50d25170-9842-424c-ab57-f0699fe9e12f,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=8451b2a7-6a31-4139-9760-57b6906d45f1,https://web.fulcrumapp.com/shares/d12d88f8607e761c/videos/view?videos=67884d2e-75ff-4c47-aa62-f0aced517bc9,,,2.146059036,12,3
25.73937727,-80.22054111,POINT (-80.2205411061714 25.7393772740934),11/4/17,11:05,3501â€“3599 W Fairview St Miami Miami-Dade FL 33133 US,1.5,Inches,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=13e847a0-733d-436a-b0bb-18667ba9fe4a,16,Parts Per Thousand (ppt),https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=f474dd4a-af57-4ec9-8bbd-8a821524f952%2Cc8236ebb-41be-4327-af93-44b372b7350b,4,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=88694ee9-d7dc-4099-925f-d707895df088%2C19ac35cf-341f-422c-a374-4f934940dac4%2C45f47187-a1b4-4c15-8328-4c784f77ea7a,,,,,,,2.145727158,6,3
25.69012745,-80.16763791,POINT (-80.1676379051806 25.6901274528594),11/4/17,10:04,191 W Enid Dr Key Biscayne Miami-Dade FL 33149 US,-10.5,Inches,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=17fe4e9c-0bbd-4ed1-9e94-a0805332a67e%2Cd3244d49-d2a2-4db3-97d5-dd81dea03eab,0,Parts Per Thousand (ppt),,1,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=9d17889c-2d7d-4e56-97c0-b960a556bc55,,,,,,Water is 10.5 inches below rim at 10:15,2.705621807,5,3
25.69003425,-80.16772935,POINT (-80.1677293517442 25.6900342460961),11/4/17,10:18,610 Ridgewood Rd Key Biscayne Miami-Dade FL 33149 US,-11.25,Inches,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=3cbed487-55bb-418e-b1ed-374600bc1424,0,Parts Per Thousand (ppt),,2,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=a5729d2a-aa63-4815-a6d8-6f61a65a5526,Still not at street level,,,,,Water level has receded slightly,-12.50863647,5,8
25.69016362,-80.16761058,POINT (-80.1676105801763 25.6901636207715),11/4/17,11:01,191 W Enid Dr Key Biscayne Miami-Dade FL 33149 US,-12,Inches,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=bff8ad63-8b52-43f5-baf8-ae64f892941f,0,Parts Per Thousand (ppt),,3,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=0bedbfc8-5081-4626-ac0a-7d45814c9ca4,No flooding,,,,,-12 below rim elevation at 11:00 am,-0.04486084,5,4
25.7430225,-80.211155,POINT (-80.211155 25.7430225),11/4/17,10:12,3251 South Miami Avenue Miami Miami-Dade County Florida 33129 United States,9.7,Inches,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=6e35e00e-80a6-4e30-bbac-96e634fea322%2C97d23441-0f8f-4829-a576-974642c2e936%2C4c8dc92e-de47-43fd-a009-741a0cb567ea,30,Parts Per Thousand (ppt),https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=fa3b8a56-2927-4d0c-87eb-80131c775469,2,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=23082470-27a8-4151-99ec-36c9ca0ec8f2%2Cf3b8ef2b-4136-489d-8629-101c90a6307e%2C0048f18a-c101-4b56-9a8c-7e6ca892a38f,"A mangrove area located on the edge of the coast, a lot of trash floating around, water looks clear.",https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=73d271a3-1b27-4936-a7ac-a9039db153c4,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=cc854d07-1cb8-464b-ade9-e00552efb42e%2Cf068da5d-98f8-433a-a7c3-f164f1d67a20,https://web.fulcrumapp.com/shares/d12d88f8607e761c/videos/view?videos=a71bf20e-eb80-45d0-a1f7-e6fbeedb5cc1,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=47c5ebea-73bc-4481-a331-8ad985c7fada,For the bacterial source: the solid waste was floating around located closest to the edge flood.,,176.344,
25.7431312,-80.2112072,POINT (-80.2112072 25.7431312),11/4/17,10:40,3251 South Miami Avenue Miami Miami-Dade County Florida 33129 United States,8.7,Inches,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=4c6329d2-fd0b-42d5-b685-335dbce8647a%2C57864c4c-fc5f-4218-abee-395429d65508,30,Parts Per Thousand (ppt),https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=97cbd708-d6f8-4bb5-8f53-da945e3caa2a%2Cc4d81d20-0c15-4aad-bfa2-233b36fea60b,3,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=1c5bac70-3e68-4033-8ff7-d1e65fdeacb1%2Cd3026a43-c0ee-481c-9f29-0199e9e5b23a%2C4e08a225-8dad-44d0-a4e8-b2204856aea5,"A mangrove area located on the edge of the coast, a lot of trash floating around, water looks clear.",https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=8e7c0fd7-5f6a-43d3-bbed-726e8db39c50,,https://web.fulcrumapp.com/shares/d12d88f8607e761c/videos/view?videos=0ddf4ced-38a7-462e-9aa1-ffd33db06a7d,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=93345718-e601-4fb8-87ca-5d12bf9a9532,For the bacterial source: the solid waste was floating around located closest to the edge flood.,-11,21.238,
25.7441604,-80.2106934,POINT (-80.2106934 25.7441604),11/4/17,11:12,3251 South Miami Avenue Miami Miami-Dade County Florida 33129 United States,7.5,Inches,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=db7e8289-003b-448c-b1cb-d4db25948a75%2C8d1f9d50-a5fe-4781-8e25-1f525878190f,, ,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=b6ca1af0-192f-471b-8267-9b82db8517ef%2Caec1483a-d5be-4902-a0e7-e739dbec2f6e,4,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=a834c0be-1e62-4a5a-ae84-29e2472ac5bd%2Cebc38791-bfc5-4263-812b-512fd3bcd4d6%2C67a7e61d-c842-4812-94d4-4f1c901ac9a9,"A mangrove area located on the edge of the coast, a lot of trash floating around, water looks clear. Water level has down significantly.",https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=d19021b0-4c0a-4970-919d-30d135db5874%2C61ed0595-98bf-414f-b5d3-aa309aa97618,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=600f10c2-0e47-48dc-953e-e4c6cafe51c0,https://web.fulcrumapp.com/shares/d12d88f8607e761c/videos/view?videos=75e7e718-bceb-432b-8a26-f9e85b6d6d08,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=4f88614e-3130-4712-aa3b-8deb5f599d92,For the bacterial source: the solid waste was floating around located closest to the edge flood. Water level significantly descreased.,,1000,
25.74758876,-80.21103832,POINT (-80.2110383179412 25.7475887616433),11/4/17,8:34,50 SW 32nd Rd Miami Miami-Dade FL 33129 US,59,Inches,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=4a7c361f-b3af-49b5-9e11-6cf0cca45782,20,Parts Per Thousand (ppt),https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=f33b1733-fe56-45df-b7f8-8e4658a97cd7%2C75311907-8f5a-4972-b4ae-c4bc3011c2e9,3,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=1afc28f4-ec7b-451f-ae6d-a30cd3db88c1%2C0b948567-1e5d-49eb-a279-95d7a028516b,,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=e668ba58-6c40-4d5f-b49a-b7d5337b46b5,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=b51a33ad-3917-4e49-b471-72c9d8fb3375,,,,3.086183071,165,10
25.74928385,-80.20646543,POINT (-80.2064654299835 25.7492838537597),11/4/17,10:55,2820 Brickell Ave Miami Miami-Dade FL 33129 US,, ,,, ,,,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=24186978-bc4b-4288-8b6a-d5a5077afa47%2Cccc6716b-d2da-4cbc-98ca-04c6395e03b8%2C6ba522e0-b368-466a-bd1c-f97db1787030,,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=290c51ca-a4c5-47cf-8f47-43b9cafcfe21,,https://web.fulcrumapp.com/shares/d12d88f8607e761c/videos/view?videos=9001b7d2-5ea2-4f9f-8556-0a0eb7fc3221,,,3.000182867,1421.91185,17.56594283
25.74330019,-80.21204347,POINT (-80.2120434679838 25.7433001930134),11/4/17,10:59,3251 S Miami Ave Miami Miami-Dade FL 33129 US,58,Inches,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=3735b400-df22-4434-9236-68b7a4dfa6ee%2C47d2a253-33d4-4d3a-bd18-10493c9c7b3f,25,Parts Per Thousand (ppt),https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=c99826d5-0f6c-4bd7-b5b5-6d08a795b093%2Cff33a99c-c177-4451-9ef6-6e0926f0d380%2C31af3f04-9ed1-4791-9865-60718c0a4af1,,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=ae84876d-abc8-4b7e-a8ae-806c55260f21%2C62fc56a4-ef51-4991-9340-97258c443dbb%2C46f0ac68-d67e-4f94-a0bc-98ad4897de46,,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=cec19cdd-1324-427c-b0a6-d605a3e9f307%2C7ea9e0a6-3077-4360-b2ab-72ffb84f3c7c%2Ce1fefdd3-e464-4124-87d2-13ef75fca3cc,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=8f5b4258-0bb4-4392-a2f5-221a94110837,https://web.fulcrumapp.com/shares/d12d88f8607e761c/videos/view?videos=fbd17fe4-1bc0-4c5a-8f60-b64489df4d0b,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=642adbe8-204e-44e0-b991-39b4919be8b6,,3.614812851,10,12
25.74337764,-80.21207104,POINT (-80.2120710444452 25.7433776417987),11/4/17,9:48,3251 S Miami Ave Miami Miami-Dade FL 33129 US,60,Inches,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=b944196e-80e2-4a40-8b72-9b902e5c4038%2C747c3d28-6973-4eb6-a1c3-b57a18afb13d,20,Parts Per Thousand (ppt),https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=bc768b21-1a9c-4df5-8cd6-000f49a99f9b%2C4e82cbed-bcaa-49f8-9a3f-b2e548e4e413%2Ca563dca2-b09a-4956-bbf8-1e3f26cfff2b,1,,,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=950eda9f-cc2c-40b2-bf81-3b2914ae5c7d%2Ce6d4aaec-af52-4b58-a384-4aa2ec7d086f,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=43e1108b-8328-4268-9e44-ce7cc3b175e5%2Cce1a362b-c227-4226-b4ac-e0e464603ec0%2C6785ff67-4751-4cfd-9b2b-1cc7edd3f456,https://web.fulcrumapp.com/shares/d12d88f8607e761c/videos/view?videos=ba8ec9e3-7caa-40de-90b3-5d37da713a27,,It appears the water is approximately 9 inches higher than itâ€™s normal average date based upon the coloration of the wall. This area is naturally a waterway.,2.538396835,5,4
25.74335644,-80.21203727,POINT (-80.2120372653755 25.7433564355837),11/4/17,9:58,3251 S Miami Ave Miami Miami-Dade FL 33129 US,, ,,, ,,,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=a204906c-1c8d-4543-8a9c-6a12f893acce%2Cccbecdec-c155-40cf-8b08-c9fd8c7bc397%2Ceefca8d2-e567-4eb8-8c02-ce84b08c0f91,,,,,,,3.736394882,10,3
25.74331105,-80.21203299,POINT (-80.2120329906048 25.743311047578),11/4/17,10:07,3251 S Miami Ave Miami Miami-Dade FL 33129 US,59,Inches,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=c6773300-a24a-4b8d-a44b-d9778b6cf0d7%2C43594f9d-eb28-46de-987d-7596ad622f11,25,Parts Per Thousand (ppt),https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=e5302144-a1d8-416b-b221-7bccc36a1980%2Cb5e2af76-80ee-4f91-af0f-bb76b9faeb7a,2,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=723b8a4c-c659-4003-bbcc-a9cf6f21646a,,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=155c535b-65c8-4b00-8a1b-ed62584c3473%2C32e8e95d-f363-4f5e-aa8d-14edf51bc455%2Cb394aadb-c449-4c9e-8f6e-22af8a3eb667,,https://web.fulcrumapp.com/shares/d12d88f8607e761c/videos/view?videos=7121df6c-2520-419b-8334-682bb332be7b,,We dedicate this reading to the citizens of Miami. ,1.442358017,25,3
25.72794794,-80.2374742,POINT (-80.2374742021156 25.7279479369417),11/4/17,11:14,3450â€“3458 SW 27th Ave Miami Miami-Dade FL 33133 US,1,Centimeters,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=3d954ba2-841c-4744-819f-eeaf5f82692e,0,Parts Per Thousand (ppt),https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=6fa9b88a-cc9e-416d-8952-f15fa100f117%2C48328dd1-6385-44d7-bfed-078416f47186,1,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=3cae4258-c543-4f7d-a7c1-7c5adc990f7c,Very low flood ,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=e49db4a6-fc3c-42a7-b8ae-e5cb85b0bd4d,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=51e24b96-32fc-48b9-b132-7ca7939c77dc,https://web.fulcrumapp.com/shares/d12d88f8607e761c/videos/view?videos=63fb8af1-55ef-4077-b588-b540fa72e25d,,Very low flooding with no salinity. Flood is just 1 centimeter high.,2.119154214,8,3
25.72800603,-80.2374496,POINT (-80.2374496031989 25.7280060269945),11/4/17,11:28,3450â€“3458 SW 27th Ave Miami Miami-Dade FL 33133 US,1,Centimeters,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=ed2ecb1f-fbff-4b70-8971-cf4d3a55c837%2C18f9ccc0-9a6b-4fd1-a376-b940aaf93bc8,0,Parts Per Thousand (ppt),https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=08a7c70a-213e-4d62-8d99-ed2c9848f982%2C3434fb8c-245f-40c6-b157-a93168d1e7ab,4,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=e82a4ebb-bee7-433e-bfa4-d061d3e7c51c%2Cd35619b2-3f14-4330-8008-58d01f278dc2%2C7b72034c-090a-49a1-bc60-dc49e90b672a,Very low and muddy flood,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=9454802a-478b-417c-af8c-9f7022eb0ab9,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=66451911-f6c9-46a6-92bd-d0c531656a7f,https://web.fulcrumapp.com/shares/d12d88f8607e761c/videos/view?videos=369ec245-2232-4d7b-85f8-82ec02eb521e,,Very low and muddy flood. No salinity with only 1 centimeter of flood ,2.119573593,4,3
25.74743308,-80.21113791,POINT (-80.2111379054886 25.7474330808565),11/4/17,11:51,1801 Nw South River Drive Miami Dade Florida  33125 Us,2.75,Inches,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=68f93512-4626-4dab-9f64-fe3364fca182,0,Parts Per Thousand (ppt),https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=0a4bca6e-3569-420b-a62e-3e08d8690bba,1,,"Clear, in middle of park",https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=2319276e-1cf2-4296-98dc-09044a0a120b,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=18f5065b-1c06-4ac0-9ea1-b6e5414cebfb,,,,3,65,10
25.74779606,-80.21135363,POINT (-80.2113536287107 25.7477960556017),11/4/17,12:04,1801 Nw South River Drive  Miami Miami-Dade FL 33125 US,8.5,Inches,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=14a4c1b2-ffc0-42eb-ae52-c0527431943d,0,Parts Per Thousand (ppt),https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=2a79fd56-6bee-4e38-9b7d-613a112e0022,3,,Clear,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=bdf65804-8c61-4452-9528-800c918b71fb,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=c6e80152-58d1-487d-9fee-9a45161cb11a,,,,4.163410187,16,3
25.76201707,-80.18956362,POINT (-80.1895636227729 25.7620170666145),11/4/17,10:11,1155 Brickell Bay Dr Miami Miami-Dade FL 33131 US,0,Inches,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=c4681976-1e40-4f50-9590-f37794ac30b0,0,Parts Per Thousand (ppt),https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=6b1943b0-2aaf-464d-b274-38c3b10d8f56,,,There is no visible flooding. Small amount of water visible in the storm drain.,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=9513514d-600b-47f9-95c9-fc4ad0ccde73,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=02f02052-440e-4727-b8ab-af17512c7212,,,,2.982784271,10,4
25.72769211,-80.23886091,POINT (-80.238860913037 25.7276921073436),11/4/17,10:25,3420â€“3498 Mary St Miami Miami-Dade FL 33133 US,, ,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=90db2ee0-47f5-4bb9-bc03-8c14144da8b9%2C63efb18a-2c17-40d5-88ad-63a9ddb622cc,0,Parts Per Thousand (ppt),https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=9adc3f85-3404-447b-af1d-b4857431836e,2,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=770c562c-a08f-4a4b-b00a-cf75eba10447,,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=095c427f-b141-4473-90b9-76ce2295d153,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=e8991f84-a03f-4f2a-a9dd-8c74dc1c6b48,,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=489ed86d-3fcc-479e-98bc-8d18b7a2174d,,0.285278276,32,82.54206848
25.72803493,-80.23742072,POINT (-80.237420718379 25.7280349272925),11/4/17,10:58,Miami Miami-Dade FL 33133 US,0,Inches,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=e5b25031-f91e-4170-815e-8e2bfdc23691,0,Parts Per Thousand (ppt),https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=8d29abde-425c-46a7-bcd6-9cc051f3b0fc,3,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=81ed9007-a9e4-4d50-9129-c5f5b7463771,No flooding... still,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=345a33ab-a55a-4acc-a9a4-07e656781659,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=f3b4b45a-00c5-4340-bd52-0688de9aba08,,,,2.119747162,6,3
25.72802322,-80.23751838,POINT (-80.2375183756183 25.7280232205337),11/4/17,11:16,3450â€“3458 SW 27th Ave Miami Miami-Dade FL 33133 US,0,Inches,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=70c455ca-5593-4484-bc26-92da73086140,0,Parts Per Thousand (ppt),https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=3fbf33c4-cb04-4971-8953-61b3e252576f,4,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=d3a26977-cc9d-4fdc-960a-4f33531d11ce,No flooding. Very disappointed ,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=eb4f3efc-843c-4bd3-9c8c-2be2637fcb26,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=26479d4e-28b5-44f3-ac69-9f649b84226b,,,,2.11987114,12,3
25.74773014,-80.21105414,POINT (-80.2110541409585 25.7477301374315),11/4/17,12:01,1801 NW South River Drive  Miami Miami-Dade FL 33125 US,4,Inches,,0,Parts Per Thousand (ppt),https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=78564984-01e5-48bb-ba9a-fd72b00e08e4,2,,Clear ,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=fddb9b1a-95f8-4b27-9d0c-53a415b2b0d3,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=16e378d0-26e5-4abd-92c0-9ade25068277,,,,4.16342961,16,3
25.78512262,-80.22368702,POINT (-80.2236870211365 25.7851226208972),11/4/17,9:39,1815 NW South River Dr Miami Miami-Dade FL 33125 US,, ,,0,Parts Per Thousand (ppt),,,,Looks like a puddle ,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=41081200-5258-43a9-9311-72d2d902d143,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=1d2c0b7d-2652-4058-83da-2280a4b4c728,,,,2.007543564,30,4
25.84666032,-80.17621951,POINT (-80.1762195069299 25.8466603212624),11/4/17,11:09,7815 NE 10th Ave Miami Miami-Dade FL 33138 US,5.25,Inches,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=d40bbd01-31ee-49e4-ad7b-6d63eeaf7da0,0,Parts Per Thousand (ppt),https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=466f9fcf-0b34-47b0-a954-a8ccedf251ea,14,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=8f9ec1fc-3a1f-4895-b44f-c8ca7bd940a1%2C53381eba-9c1c-463e-a7a2-6a0fd9491197,,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=89e584ba-aee1-4118-bcd7-69ca5ece4288,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=291bea2f-cd7b-4c14-a9a4-aea113e36c18,,,,1.783142447,65,10
25.74351846,-80.21041939,POINT (-80.2104193904253 25.743518457772),11/4/17,10:01,3251 S Miami Ave Miami Miami-Dade FL US,32,Inches,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=e2267bcd-7bb6-492b-b02a-7e8104e707e4%2Cca79a615-31be-4ef1-a475-faf23daea22b,30,Parts Per Thousand (ppt),https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=c30f5abd-9dee-4b0c-8f6b-5db0874d96e0,,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=dba41e3a-0a4b-46c3-89b8-4726c0ea826a%2Ce21bb318-f346-452d-8088-689027b6fa32,,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=c2fa7ae6-b16b-4bd8-93d9-160604da2e58,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=81eddb04-cfed-4f54-8ccf-7cb03c9ba916,,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=36eeee00-e1e4-42bd-ac0b-fb01828fddae,,3.307256699,5,4
